,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
16409,21985,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,,Pvt Ltd,2,89,0.0
10440,6856,city_114,0.926,Other,No relevent experience,Full time course,High School,,8,5000-9999,,1,210,0.0
16469,14708,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,81,1.0
16242,16734,city_103,0.92,,No relevent experience,no_enrollment,,,5,,,never,12,0.0
18741,738,city_23,0.899,,Has relevent experience,Part time course,High School,,10,10000+,Public Sector,>4,66,0.0
8531,13033,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Funded Startup,2,77,0.0
16610,8813,city_61,0.913,,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Funded Startup,1,45,0.0
6212,24627,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,2,82,1.0
16969,10581,city_102,0.804,Female,No relevent experience,Full time course,High School,,4,,,never,144,0.0
1723,22662,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,107,0.0
14595,950,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,15,0.0
15462,22236,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,1,94,1.0
14731,12353,city_158,0.7659999999999999,,Has relevent experience,Part time course,Graduate,STEM,11,100-500,Pvt Ltd,2,210,0.0
5350,5467,city_67,0.855,Male,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,1,52,0.0
2947,27611,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,22,0.0
5926,2755,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,6,0.0
12639,16453,city_114,0.926,Male,No relevent experience,Part time course,Masters,Business Degree,1,100-500,Funded Startup,1,96,0.0
11900,20097,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,107,1.0
2606,19330,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,20,1.0
567,32925,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,78,0.0
862,19560,city_134,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,326,1.0
14545,22167,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,8,50-99,Public Sector,3,174,0.0
4027,18739,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,never,106,0.0
17648,30057,city_103,0.92,,No relevent experience,Full time course,Masters,Humanities,>20,,,1,35,0.0
16726,32934,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,17,0.0
18336,19307,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,24,0.0
1276,6593,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,>20,,,never,21,0.0
5958,2977,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,214,0.0
6993,12397,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,1,50-99,Pvt Ltd,1,51,0.0
2599,19360,city_103,0.92,Male,Has relevent experience,Part time course,High School,,8,,Public Sector,2,134,1.0
2389,1199,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,12,100-500,NGO,1,70,0.0
13804,14851,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,2,107,0.0
2545,27404,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,96,0.0
15312,6352,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Funded Startup,1,30,0.0
12892,32002,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,13,,,>4,126,1.0
16065,21620,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,15,1.0
18316,2025,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,8,,,never,31,1.0
617,6379,city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,18,0.0
13288,30768,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,112,1.0
11478,918,city_30,0.698,,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,2,12,0.0
4100,13252,city_106,0.698,Male,Has relevent experience,Part time course,High School,,11,10/49,Pvt Ltd,1,32,0.0
12041,20616,city_162,0.767,Female,Has relevent experience,no_enrollment,Masters,STEM,17,,,3,10,1.0
6575,27408,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,43,0.0
2175,17916,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,1,15,0.0
19084,6808,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,<1,,,1,42,0.0
12847,5196,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,77,1.0
9237,6287,city_134,0.698,,No relevent experience,,,,1,,,never,23,0.0
17590,7427,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,,,>4,88,0.0
17057,13616,city_7,0.647,Male,No relevent experience,Full time course,Masters,STEM,4,,,1,36,0.0
10053,7264,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,110,1.0
16269,31717,city_19,0.682,Female,No relevent experience,no_enrollment,Graduate,STEM,12,,,never,59,1.0
12256,31470,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,1,24,1.0
9470,4101,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,41,0.0
8045,33333,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,,,1,20,0.0
5635,25458,city_83,0.923,Male,No relevent experience,Full time course,High School,,1,<10,Funded Startup,1,105,0.0
9803,7414,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,39,0.0
4274,5735,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,2,170,0.0
6905,14734,city_67,0.855,,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,132,0.0
11601,7301,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,10,100-500,Pvt Ltd,2,38,0.0
13491,20885,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,,NGO,,49,1.0
17028,3924,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,100,0.0
12420,12937,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,,2,10,1.0
4544,31323,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,40,0.0
5376,25412,city_103,0.92,Male,No relevent experience,Full time course,High School,,6,,,1,196,0.0
13393,18288,city_149,0.6890000000000001,,Has relevent experience,Part time course,Graduate,STEM,6,10/49,Pvt Ltd,3,210,0.0
2791,30356,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,2,17,1.0
14550,363,city_91,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,never,32,1.0
15568,32983,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,10,0.0
13163,17928,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,78,0.0
18229,26030,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,21,0.0
1560,12477,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,>4,62,0.0
8148,2632,city_28,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,>4,98,0.0
16173,31897,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,>4,16,0.0
5241,5975,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,7,1.0
2015,33069,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,13,0.0
6323,10118,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,48,1.0
254,1020,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,162,0.0
8386,766,city_103,0.92,,Has relevent experience,no_enrollment,,,8,,,,92,0.0
6984,31216,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,1,22,1.0
9581,6907,city_21,0.624,,No relevent experience,,Graduate,STEM,<1,,,never,55,0.0
17424,18874,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,,1,144,0.0
17194,20861,city_10,0.895,Other,No relevent experience,,,,2,,,never,83,0.0
6454,21551,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,41,0.0
6789,2173,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,20,500-999,Pvt Ltd,1,60,0.0
6511,27452,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,,,1,21,1.0
6097,10674,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,5000-9999,Pvt Ltd,1,26,0.0
2090,14608,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,never,30,0.0
17075,31811,city_77,0.83,Male,Has relevent experience,no_enrollment,Primary School,,13,1000-4999,Pvt Ltd,2,2,0.0
7443,761,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,61,0.0
10563,9615,city_129,0.625,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,never,188,0.0
9335,12950,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,11,0.0
5295,23625,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,3,,,never,2,0.0
12346,9322,city_158,0.7659999999999999,,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,12,0.0
19085,3022,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,107,0.0
1432,12785,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,11,0.0
13754,14939,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,150,1.0
17817,9319,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,10,0.0
5851,3788,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Other,>4,46,0.0
6778,12629,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,153,0.0
3220,17984,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,134,0.0
18239,13219,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,161,0.0
1888,1652,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,156,1.0
18802,29608,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,,1,51,0.0
18758,29272,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,12,1.0
16601,30686,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,44,0.0
282,27064,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,2,94,0.0
10505,19808,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,29,0.0
14526,14665,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Pvt Ltd,2,45,0.0
14010,9861,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,17,10000+,Public Sector,>4,94,0.0
9517,30984,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,34,0.0
3274,1997,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Public Sector,1,5,1.0
17200,17136,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,28,0.0
5526,14239,city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,132,0.0
7065,16906,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,16,0.0
16137,10806,city_71,0.884,,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,55,0.0
9432,24824,city_99,0.915,Female,No relevent experience,no_enrollment,Phd,Humanities,10,1000-4999,NGO,2,41,0.0
4880,20177,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,16,0.0
16528,20552,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,15,,,never,91,0.0
13017,25002,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,<10,Early Stage Startup,1,7,0.0
13707,4701,city_23,0.899,,No relevent experience,no_enrollment,Primary School,,3,,,never,102,0.0
91,29036,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,3,,,never,182,0.0
18103,15236,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,118,0.0
17443,15496,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,26,0.0
16201,11954,city_57,0.866,Male,Has relevent experience,Part time course,Masters,STEM,>20,<10,Pvt Ltd,>4,226,0.0
8562,15932,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,126,0.0
11422,7422,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,58,1.0
11962,20036,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,50-99,Pvt Ltd,4,26,0.0
4668,7870,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,19,0.0
16613,20598,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,,,1,74,1.0
13993,26718,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,1000-4999,NGO,1,160,0.0
11565,22349,city_76,0.698,,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,,10,0.0
10520,8118,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,,3,128,0.0
17517,9197,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,,55,1.0
16436,15731,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,5,,,never,108,0.0
9550,5863,city_11,0.55,,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Early Stage Startup,4,9,1.0
15813,16434,city_24,0.698,Male,Has relevent experience,no_enrollment,High School,,11,<10,,3,23,0.0
4335,23869,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,2,13,1.0
3667,28935,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,44,0.0
5837,26881,city_57,0.866,Male,No relevent experience,no_enrollment,High School,,4,,,never,66,0.0
11164,24606,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,21,1.0
16126,14625,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,9,1.0
11634,27808,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,72,0.0
3073,4624,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,54,0.0
3697,21111,city_99,0.915,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,37,0.0
15407,15803,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,64,0.0
5179,30465,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,3,174,0.0
4193,5321,city_67,0.855,Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,never,12,0.0
14701,2738,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,,1,87,1.0
1231,15912,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,,Pvt Ltd,2,166,0.0
4962,17332,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,19,0.0
6429,1659,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,32,0.0
10335,2873,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,94,0.0
8959,24924,city_162,0.767,,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,59,0.0
15259,20089,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,Public Sector,1,80,1.0
7053,29232,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,72,0.0
10734,16887,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,21,0.0
18613,31314,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,2,81,0.0
12621,26060,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,,,1,24,1.0
19092,3966,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,114,1.0
6277,22919,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,4,10,0.0
18823,5939,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,24,0.0
9022,11808,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,3,22,0.0
6051,2134,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,>4,29,0.0
15074,12807,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,11,0.0
16684,2906,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,3,39,0.0
17363,13488,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,96,0.0
8296,413,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,10,0.0
2948,31931,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,never,57,0.0
10893,9610,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,112,0.0
10784,30459,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,72,0.0
2324,29814,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Other,16,10000+,Pvt Ltd,>4,43,0.0
85,28403,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Early Stage Startup,1,86,0.0
14520,20873,city_103,0.92,,Has relevent experience,no_enrollment,Masters,Other,>20,,,>4,90,1.0
8507,28635,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,never,163,0.0
7160,27566,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,14,0.0
783,18130,city_67,0.855,Female,No relevent experience,no_enrollment,Masters,Humanities,3,50-99,Pvt Ltd,2,9,0.0
249,15922,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,44,0.0
14875,5174,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,500-999,Pvt Ltd,1,15,0.0
11707,29058,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,76,0.0
18344,31743,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,1,74,0.0
11039,14517,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,74,0.0
929,23328,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,45,1.0
7172,30147,city_61,0.913,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,1,10,0.0
15107,3555,city_102,0.804,,No relevent experience,no_enrollment,Graduate,Arts,10,<10,Pvt Ltd,1,37,1.0
18145,19849,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,20,0.0
7627,5971,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,36,0.0
3650,14087,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,204,0.0
16755,1741,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,,,1,10,0.0
16685,19634,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,4,0.0
13481,25288,city_21,0.624,,Has relevent experience,,,,3,,,1,33,1.0
11212,1478,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7,1.0
17498,3035,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,122,1.0
12583,6453,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,2,68,0.0
8248,2647,city_176,0.764,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,62,0.0
12808,12006,city_149,0.6890000000000001,,No relevent experience,Part time course,Graduate,STEM,2,,,1,23,1.0
6386,16071,city_128,0.527,Male,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1,20,1.0
11486,20594,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,1,70,0.0
4288,25034,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,9,0.0
15095,8863,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,7,0.0
12617,1945,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,2,19,0.0
7519,18368,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Funded Startup,1,11,0.0
2536,3797,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,4,45,0.0
10683,4658,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,>4,104,0.0
10906,10715,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,2,50-99,Pvt Ltd,1,56,0.0
14111,11866,city_150,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,37,0.0
7737,28823,city_89,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,292,1.0
7383,33252,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,42,1.0
13873,25897,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,156,0.0
6172,8088,city_75,0.939,Female,No relevent experience,Part time course,Graduate,STEM,9,,,never,9,1.0
7633,17190,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,13,1.0
15209,26394,city_11,0.55,Male,No relevent experience,no_enrollment,Primary School,,<1,,,1,216,0.0
7392,11717,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,>4,44,0.0
6861,30998,city_103,0.92,,No relevent experience,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,2,55,0.0
8103,33296,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,10,<10,Pvt Ltd,1,39,0.0
5809,11731,city_74,0.579,,No relevent experience,,Graduate,STEM,2,,,,178,1.0
14108,10288,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,,1,111,1.0
794,11950,city_75,0.939,,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,1,28,0.0
6848,24782,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,,,1,103,1.0
3922,2769,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,never,7,0.0
4421,21083,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,0.0
15387,33094,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,3,,,1,70,0.0
11510,14018,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,12,50-99,Pvt Ltd,>4,77,1.0
8504,10181,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,107,1.0
10048,17212,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,14,0.0
16407,13911,city_81,0.73,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,326,0.0
16035,19617,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,10/49,,1,46,0.0
14938,7124,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,86,0.0
18087,12141,city_71,0.884,,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,72,1.0
14904,32015,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,77,0.0
18313,9972,city_91,0.691,,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,3,15,0.0
18975,27204,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,,,3,33,0.0
15376,17714,city_28,0.939,Male,No relevent experience,no_enrollment,Masters,STEM,4,,,1,18,0.0
4481,18044,city_114,0.926,,No relevent experience,Full time course,High School,,<1,,,never,50,0.0
4253,1662,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,34,1.0
17329,31681,city_13,0.8270000000000001,Male,No relevent experience,,Graduate,STEM,4,,,1,78,0.0
18346,32140,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,82,0.0
13659,21174,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,63,0.0
14018,12967,city_46,0.762,Male,Has relevent experience,Full time course,Masters,STEM,15,500-999,Public Sector,2,110,0.0
7494,21621,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,1,130,0.0
